,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1276,Hastings-Sunrise,49.277934053,-123.040269923,88 Plus More,49.269005305214414,-123.044948349068,Thrift / Vintage Store
1277,Hastings-Sunrise,49.277934053,-123.040269923,Little Bubble Tea House,49.26910826970508,-123.04595593522804,Tea Room
1278,Hastings-Sunrise,49.277934053,-123.040269923,1st Ave Liquor Store,49.26843235022653,-123.03801768543252,Liquor Store
1279,Hastings-Sunrise,49.277934053,-123.040269923,Fuku Ramen,49.268707,-123.045724,Noodle House
1280,Hastings-Sunrise,49.277934053,-123.040269923,Clinton Park,49.27051177619028,-123.05134160351352,Park
1281,Hastings-Sunrise,49.277934053,-123.040269923,Oscar's Pub & Grill,49.28104273989612,-123.02383051488765,Pub
1282,Hastings-Sunrise,49.277934053,-123.040269923,Neat Uniforms,49.275434,-123.023384,Clothing Store
1283,Hastings-Sunrise,49.277934053,-123.040269923,Comor,49.280818451207246,-123.0232354685077,Sporting Goods Shop
1284,Hastings-Sunrise,49.277934053,-123.040269923,New Brighton Park Pool,49.28934292426989,-123.0366734263778,Pool
1285,Hastings-Sunrise,49.277934053,-123.040269923,No.1 Chinese Restaurant,49.28133874434193,-123.02318370583853,Chinese Restaurant
1286,Hastings-Sunrise,49.277934053,-123.040269923,Scoff's Hockey Shop,49.275674731904935,-123.02179810700873,Sporting Goods Shop
1287,Hastings-Sunrise,49.277934053,-123.040269923,Lorne Lapham Sales & Rentals Inc.,49.2747942,-123.0220091,Rental Service
1288,Hastings-Sunrise,49.277934053,-123.040269923,Bus Stop 50669 (7),49.28443647764579,-123.05656955645433,Bus Stop
1289,Hastings-Sunrise,49.277934053,-123.040269923,BTC Depot,49.27189144683679,-123.02299714248804,Bus Station
1290,Marpole,49.2102074666,-123.12838166,Talay Thai Restaurant,49.21081661904489,-123.14056043890145,Thai Restaurant
1291,Marpole,49.2102074666,-123.12838166,Cafe de l'Orangerie,49.20425832544177,-123.13533178776319,Japanese Restaurant
1292,Marpole,49.2102074666,-123.12838166,Marpole Curling Club,49.206387228849344,-123.12339052767712,Curling Ice
1293,Marpole,49.2102074666,-123.12838166,Mr. Mustache Bubble Tea,49.212458323503185,-123.14045130574947,Bubble Tea Shop
1294,Marpole,49.2102074666,-123.12838166,Cineplex Cinemas,49.21008771244199,-123.1164201155948,Movie Theater
1295,Marpole,49.2102074666,-123.12838166,T&T Supermarket - Marine Gateway,49.209719213494175,-123.11632028560577,Supermarket
1296,Marpole,49.2102074666,-123.12838166,Snackshot 糖白府,49.21330240731699,-123.14027389811952,Dessert Shop
1297,Marpole,49.2102074666,-123.12838166,A&W,49.209364,-123.116783,Fast Food Restaurant
1298,Marpole,49.2102074666,-123.12838166,Penang Delight Cafe,49.204133016530996,-123.13533482246906,Malay Restaurant
1299,Marpole,49.2102074666,-123.12838166,Milltown Bar & Grill,49.20237382028244,-123.14433139145913,Restaurant
1300,Marpole,49.2102074666,-123.12838166,Cravings Restaurant + Lounge,49.205560455712835,-123.13135770310889,American Restaurant
1301,Marpole,49.2102074666,-123.12838166,Red Star Seafood Restaurant 鴻星海鮮酒家,49.210970913976446,-123.14040472485514,Chinese Restaurant
1302,Marpole,49.2102074666,-123.12838166,Winona Park,49.21522541876291,-123.11435533559762,Field
1303,Marpole,49.2102074666,-123.12838166,Mirchi Restaurant,49.21360833208571,-123.1402906578003,Indian Restaurant
1304,Marpole,49.2102074666,-123.12838166,Gigi Blin,49.208512984741255,-123.13777242379409,Café
1305,Marpole,49.2102074666,-123.12838166,Ming Tak Hong Kong Style Restaurant,49.21081508063162,-123.14056748744035,Chinese Restaurant
1306,Marpole,49.2102074666,-123.12838166,TJ's The Kiddies Store,49.2119982680054,-123.10833421114748,Kids Store
1307,Marpole,49.2102074666,-123.12838166,YVR Runway 26R Spotting Area,49.20345310422933,-123.13466350994226,Scenic Lookout
1308,Marpole,49.2102074666,-123.12838166,Applause Japanese Restaurant,49.2109269291672,-123.13034413165059,Japanese Restaurant
1309,Marpole,49.2102074666,-123.12838166,Dublin Crossing Irish Pub,49.20943293071846,-123.11653379711825,Irish Pub
1310,Marpole,49.2102074666,-123.12838166,Safeway Canada,49.209452,-123.14107,Supermarket
1311,Marpole,49.2102074666,-123.12838166,Tim Hortons,49.209288,-123.11662,Coffee Shop
1312,Marpole,49.2102074666,-123.12838166,Wicks Café,49.2034040291729,-123.13465618970868,Café
1313,Marpole,49.2102074666,-123.12838166,White Spot,49.204677733206026,-123.13066449013823,Burger Joint
1314,Marpole,49.2102074666,-123.12838166,Sushi Wow,49.211651473849884,-123.14048713827447,Sushi Restaurant
1315,Marpole,49.2102074666,-123.12838166,Tai Tung Chinese Seafood Restaurant,49.21285709373818,-123.1402597133352,Chinese Restaurant
1316,Marpole,49.2102074666,-123.12838166,TD Canada Trust,49.210092,-123.115964,Bank
1317,Marpole,49.2102074666,-123.12838166,Value On Liquor Store,49.203398521588234,-123.13468839972283,Liquor Store
1318,Marpole,49.2102074666,-123.12838166,Subway,49.211101276275215,-123.1407098331706,Sandwich Place
1319,Marpole,49.2102074666,-123.12838166,Richmond Night Market,49.2033417812601,-123.13472194680907,Night Market
1320,Marpole,49.2102074666,-123.12838166,Denny's,49.208824257471676,-123.11934744177961,Breakfast Spot
1321,Marpole,49.2102074666,-123.12838166,Starbucks,49.21306,-123.14014,Coffee Shop
1322,Marpole,49.2102074666,-123.12838166,Ikura Japanese Restaurant,49.207950635093255,-123.14034349611859,Sushi Restaurant
1323,Marpole,49.2102074666,-123.12838166,The Place Restaurant,49.21279843638876,-123.14027200179878,Dim Sum Restaurant
1324,Marpole,49.2102074666,-123.12838166,TD Canada Trust,49.212948994648094,-123.14072196537836,Bank
1325,Marpole,49.2102074666,-123.12838166,Petro-Canada,49.210084,-123.117405,Gas Station
1326,Marpole,49.2102074666,-123.12838166,Winners,49.21054161770066,-123.11596443094686,Department Store
1327,Marpole,49.2102074666,-123.12838166,Sushi King House,49.2116090803572,-123.14042285560998,Sushi Restaurant
1328,Marpole,49.2102074666,-123.12838166,Donair Spot,49.20821571444062,-123.14017818700273,Falafel Restaurant
1329,Marpole,49.2102074666,-123.12838166,Pizza Hut,49.21215655415811,-123.14091443300786,Pizza Place
1330,Marpole,49.2102074666,-123.12838166,Subway,49.20858907878571,-123.11979213899735,Sandwich Place
1331,Marpole,49.2102074666,-123.12838166,Shoppers Drug Mart,49.210336,-123.115999,Pharmacy
1332,Marpole,49.2102074666,-123.12838166,Thai Son,49.20480883349685,-123.13945575543539,Vietnamese Restaurant
1333,Marpole,49.2102074666,-123.12838166,Petro-Canada,49.212297,-123.14038,Gas Station
1334,Marpole,49.2102074666,-123.12838166,Subway,49.209873,-123.116526,Sandwich Place
1335,Marpole,49.2102074666,-123.12838166,Cafe Mai-Mai,49.20811899837965,-123.14014332071825,Vietnamese Restaurant
1336,Marpole,49.2102074666,-123.12838166,Daimo Noodle Express,49.212006524586684,-123.14064452805641,Chinese Restaurant
1337,Marpole,49.2102074666,-123.12838166,Oak Park,49.21558550290013,-123.12862873077393,Park
1338,Marpole,49.2102074666,-123.12838166,Pink Elephant Thai,49.210112050214164,-123.11639785766602,Thai Restaurant
1339,Marpole,49.2102074666,-123.12838166,McDonald's,49.21190422472053,-123.10917372098731,Fast Food Restaurant
1340,Marpole,49.2102074666,-123.12838166,Marine Drive SkyTrain Station,49.20942230711076,-123.11703352186144,Train Station
1341,Marpole,49.2102074666,-123.12838166,Wang's Beef Noodle House,49.2101588432993,-123.14011044687494,Noodle House
1342,Marpole,49.2102074666,-123.12838166,YVR Runway 26L Spotting Area,49.20353649195932,-123.13477106676123,Scenic Lookout
1343,Marpole,49.2102074666,-123.12838166,Freshslice Pizza,49.20826338951601,-123.14006567001343,Pizza Place
1344,Marpole,49.2102074666,-123.12838166,Golden Pair Vietnamese Asian Cuisine,49.21206,-123.140753,Vietnamese Restaurant
1345,Marpole,49.2102074666,-123.12838166,Shannon Park,49.21549467611658,-123.1426191329956,Field
1346,Marpole,49.2102074666,-123.12838166,Peoples Drug Mart,49.219261528896865,-123.11805905504055,Pharmacy
1347,Marpole,49.2102074666,-123.12838166,Dylan's,49.21927947375963,-123.11807644541395,American Restaurant
1348,Marpole,49.2102074666,-123.12838166,Cambie Park,49.21980002909736,-123.11851213337144,Park
1349,Marpole,49.2102074666,-123.12838166,Fit Body Boot Camp,49.205634869766286,-123.14517082539479,Gym / Fitness Center
1350,Marpole,49.2102074666,-123.12838166,Bus Stop 50763 (10),49.21953216630726,-123.14005358926721,Bus Stop
1351,Marpole,49.2102074666,-123.12838166,Langara Gardens,49.22065826559134,-123.1186070239238,Pool
1352,Marpole,49.2102074666,-123.12838166,Milltown Marina,49.20246408141552,-123.14325365141902,Harbor / Marina
1353,Marpole,49.2102074666,-123.12838166,SKECHERS Factory Outlet,49.19790085,-123.1357527,Shoe Store
1354,Riley Park,49.2447664796,-123.103146806,East is East,49.24543051375108,-123.1012730623112,Middle Eastern Restaurant
1355,Riley Park,49.2447664796,-123.103146806,Winter Farmers Market,49.24323286247231,-123.10559867062385,Farmers Market
1356,Riley Park,49.2447664796,-123.103146806,Meet on Main,49.246747019649376,-123.10109607941816,Vegetarian / Vegan Restaurant
1357,Riley Park,49.2447664796,-123.103146806,Sawasdee Thai Restaurant,49.2470720331701,-123.10107997945191,Thai Restaurant
1358,Riley Park,49.2447664796,-123.103146806,Pho Tan,49.243385593038,-123.10119138519985,Vietnamese Restaurant
1359,Riley Park,49.2447664796,-123.103146806,Hillcrest Aquatic Centre,49.243953013428225,-123.10754747010733,Gym Pool
1360,Riley Park,49.2447664796,-123.103146806,The Shameful Tiki Room,49.246137276339006,-123.10113197510445,Tiki Bar
1361,Riley Park,49.2447664796,-123.103146806,Scotiabank Field at Nat Bailey Stadium,49.24325354790551,-123.10611963272095,Baseball Stadium
1362,Riley Park,49.2447664796,-123.103146806,Trafiq Café & Bakery,49.247414161200524,-123.10103642680508,Café
1363,Riley Park,49.2447664796,-123.103146806,Trilussa Pizza & Pane,49.246465491880386,-123.10125624428578,Pizza Place
1364,Riley Park,49.2447664796,-123.103146806,Red Cat Records,49.246413231663354,-123.10111481893901,Record Shop
1365,Riley Park,49.2447664796,-123.103146806,Long's Noodle House 小龍記麵家,49.24124364552543,-123.10159115566664,Chinese Restaurant
1366,Riley Park,49.2447664796,-123.103146806,The Acorn,49.24944210511789,-123.10110501736179,Vegetarian / Vegan Restaurant
1367,Riley Park,49.2447664796,-123.103146806,Au Petit Cafe,49.24124699227528,-123.10161359614094,Vietnamese Restaurant
1368,Riley Park,49.2447664796,-123.103146806,Le Marché St. George,49.245693319217736,-123.09425651520488,Coffee Shop
1369,Riley Park,49.2447664796,-123.103146806,Hawker's Delight,49.248382838752946,-123.1012300263627,Malay Restaurant
1370,Riley Park,49.2447664796,-123.103146806,Knifewear Vancouver,49.247731,-123.101517,Arts & Crafts Store
1371,Riley Park,49.2447664796,-123.103146806,Aperture Coffee Bar,49.24847719965427,-123.10095080032406,Coffee Shop
1372,Riley Park,49.2447664796,-123.103146806,Hillcrest Community Centre,49.243553456028245,-123.1075219676005,Gym
1373,Riley Park,49.2447664796,-123.103146806,Matchstick Coffee Roasters,49.24193010862736,-123.10155958987062,Café
1374,Riley Park,49.2447664796,-123.103146806,Nat Bailey Farmers Market,49.24320850733915,-123.1056602924765,Farmers Market
1375,Riley Park,49.2447664796,-123.103146806,Queen Elizabeth Park,49.24156455524772,-123.11335520540814,Park
1376,Riley Park,49.2447664796,-123.103146806,Seasons in the Park,49.242021449294576,-123.11205523481718,Seafood Restaurant
1377,Riley Park,49.2447664796,-123.103146806,Chickpea,49.24663336190719,-123.10111706108769,Falafel Restaurant
1378,Riley Park,49.2447664796,-123.103146806,Bloedel Floral Conservatory,49.242019035407715,-123.11371430099251,Garden
1379,Riley Park,49.2447664796,-123.103146806,Zakkushi Charcoal Grill,49.249117266045936,-123.10137776500963,Japanese Restaurant
1380,Riley Park,49.2447664796,-123.103146806,Pho Bon Vietnamese Restaurant,49.24051888021212,-123.10158282467201,Vietnamese Restaurant
1381,Riley Park,49.2447664796,-123.103146806,Liberty Bakery + Cafe,49.251882,-123.101113,Bakery
1382,Riley Park,49.2447664796,-123.103146806,Sushi Mania,49.250682596629545,-123.10110822658619,Sushi Restaurant
1383,Riley Park,49.2447664796,-123.103146806,Rocky Mountain Flatbread,49.24783434172796,-123.10097792054874,Restaurant
1384,Riley Park,49.2447664796,-123.103146806,The Fish Counter,49.25079023391801,-123.10114849694534,Seafood Restaurant
1385,Riley Park,49.2447664796,-123.103146806,The Regional Assembly of Text,49.24997467304168,-123.10100656188098,Arts & Crafts Store
1386,Riley Park,49.2447664796,-123.103146806,Locus,49.24859296027448,-123.10113003651469,Breakfast Spot
1387,Riley Park,49.2447664796,-123.103146806,Earnest Ice Cream,49.24937991223213,-123.09002995783595,Ice Cream Shop
1388,Riley Park,49.2447664796,-123.103146806,Vancouver Racquets Club,49.241121996980105,-123.10591322264655,Gym / Fitness Center
1389,Riley Park,49.2447664796,-123.103146806,Queen Elizabeth Botanical Gardens,49.24208103659882,-123.11357274557943,Garden
1390,Riley Park,49.2447664796,-123.103146806,O! Taho Filipino Taho Store,49.24729195357134,-123.09026977368043,Filipino Restaurant
1391,Riley Park,49.2447664796,-123.103146806,Bâtard Boulangerie & Cafe Moderne,49.24954504941652,-123.08997390380276,Café
1392,Riley Park,49.2447664796,-123.103146806,Anh and Chi,49.2549931215823,-123.10115472456403,Vietnamese Restaurant
1393,Riley Park,49.2447664796,-123.103146806,Cultivate,49.25252110253812,-123.10120922601719,Tea Room
1394,Riley Park,49.2447664796,-123.103146806,Grub,49.24644343536325,-123.10106147845123,Restaurant
1395,Riley Park,49.2447664796,-123.103146806,The Arbor,49.249941103849174,-123.10108617367268,Gastropub
1396,Riley Park,49.2447664796,-123.103146806,Nineteen Ten,49.246084501422104,-123.10113776829104,Furniture / Home Store
1397,Riley Park,49.2447664796,-123.103146806,Queen Elizabeth Park Fountains,49.241568778672466,-123.11356131223909,Plaza
1398,Riley Park,49.2447664796,-123.103146806,Portland Craft,49.25070875970533,-123.10107833506606,Pub
1399,Riley Park,49.2447664796,-123.103146806,Sun Sui Wah,49.250589037600456,-123.10080457130815,Chinese Restaurant
1400,Riley Park,49.2447664796,-123.103146806,Vancouver Curling Club,49.24428421266781,-123.1072770273055,Athletics & Sports
1401,Riley Park,49.2447664796,-123.103146806,Toshi Sushi,49.256629369817,-123.10200352785085,Sushi Restaurant
1402,Riley Park,49.2447664796,-123.103146806,PRADO Cafe + Kitchen,49.24739423942353,-123.0900500832999,Coffee Shop
1403,Riley Park,49.2447664796,-123.103146806,Slickity Jim’s,49.25407528590304,-123.10108194133412,Breakfast Spot
1404,Riley Park,49.2447664796,-123.103146806,Lucky's Comics,49.24978545772887,-123.10101711167471,Bookstore
1405,Riley Park,49.2447664796,-123.103146806,El Camino's,49.25618434738467,-123.10111974665483,Latin American Restaurant
1406,Riley Park,49.2447664796,-123.103146806,Front & Company,49.251379,-123.100664,Clothing Store
1407,Riley Park,49.2447664796,-123.103146806,Solly’s Bagelry,49.24916606984303,-123.10134554031848,Bagel Shop
1408,Riley Park,49.2447664796,-123.103146806,The Pie Hole,49.25378599696764,-123.09015390953618,Pie Shop
1409,Riley Park,49.2447664796,-123.103146806,East West Market,49.248338763195264,-123.1010942716048,Grocery Store
1410,Riley Park,49.2447664796,-123.103146806,Rain Or Shine,49.25513287020206,-123.11508058282249,Ice Cream Shop
1411,Riley Park,49.2447664796,-123.103146806,Granville Island Toy Company,49.2557996299435,-123.10109456977462,Toy / Game Store
1412,Riley Park,49.2447664796,-123.103146806,Burgoo Bistro,49.25765225525862,-123.10105205021438,Mac & Cheese Joint
1413,Riley Park,49.2447664796,-123.103146806,Eugene Choo,49.252037566891765,-123.10104853802177,Boutique
1414,Riley Park,49.2447664796,-123.103146806,The General Public,49.25577816252458,-123.10131346376748,Japanese Restaurant
1415,Riley Park,49.2447664796,-123.103146806,Lemonade Gluten Free Bakery,49.2551580971158,-123.11527588323533,Bakery
1416,Riley Park,49.2447664796,-123.103146806,Flower Factory,49.252875835404666,-123.10086926689233,Flower Shop
1417,Riley Park,49.2447664796,-123.103146806,BC Liquor Store,49.23475811779682,-123.11663730734448,Liquor Store
1418,Riley Park,49.2447664796,-123.103146806,The Mighty Oak,49.25467874926743,-123.10968142539984,Grocery Store
1419,Riley Park,49.2447664796,-123.103146806,Pizza Carano,49.24721746642712,-123.09028775978216,Pizza Place
1420,Riley Park,49.2447664796,-123.103146806,Brewery Creek,49.257920452396704,-123.10133079341946,Liquor Store
1421,Riley Park,49.2447664796,-123.103146806,Walrus,49.25474085327603,-123.11497459581078,Furniture / Home Store
1422,Riley Park,49.2447664796,-123.103146806,Gray's Park,49.237050932731485,-123.08943389911181,Park
1423,Riley Park,49.2447664796,-123.103146806,Mt. Pleasant Park,49.25704181541729,-123.10594558866053,Park
1424,Riley Park,49.2447664796,-123.103146806,The Reef,49.247992312965266,-123.10093699262111,Caribbean Restaurant
1425,Riley Park,49.2447664796,-123.103146806,Neptoon Records,49.2531553,-123.1009257,Music Store
1426,Riley Park,49.2447664796,-123.103146806,JJ Bean,49.24672480186115,-123.09038085277781,Coffee Shop
1427,Riley Park,49.2447664796,-123.103146806,Dream Sushi Japanese Restaurant,49.245837,-123.101362,Japanese Restaurant
1428,Riley Park,49.2447664796,-123.103146806,Yugo Restaurant,49.247488,-123.101384,Japanese Restaurant
1429,Riley Park,49.2447664796,-123.103146806,Urban Source,49.256978649567884,-123.10112032150228,Arts & Crafts Store
1430,Riley Park,49.2447664796,-123.103146806,Queen Elizabeth Park Offleash Dog Park,49.23828180257422,-123.11076758415781,Dog Run
1431,Riley Park,49.2447664796,-123.103146806,Pho Goodness,49.25770823350702,-123.10128617395183,Vietnamese Restaurant
1432,Riley Park,49.2447664796,-123.103146806,Coco et Olive,49.251759839417346,-123.10108870424679,Café
1433,Riley Park,49.2447664796,-123.103146806,Continental Coffee,49.247315242275675,-123.10144140318035,Coffee Shop
1434,Riley Park,49.2447664796,-123.103146806,Riley Park,49.241959205155275,-123.10486514503415,Playground
1435,Riley Park,49.2447664796,-123.103146806,Helen's Grill,49.248693478092804,-123.10090072026475,Diner
1436,Riley Park,49.2447664796,-123.103146806,Nomad,49.24988994885973,-123.10082521717382,Restaurant
1437,Riley Park,49.2447664796,-123.103146806,Boiling Point,49.24829245486804,-123.10098305937446,Hotpot Restaurant
1438,Riley Park,49.2447664796,-123.103146806,Sushi Aria,49.24990510945179,-123.11528955885872,Sushi Restaurant
1439,Riley Park,49.2447664796,-123.103146806,Sorella,49.255493,-123.115365,Italian Restaurant
1440,Riley Park,49.2447664796,-123.103146806,Vancouver Special,49.25272835809802,-123.10092287735144,Furniture / Home Store
1441,Riley Park,49.2447664796,-123.103146806,Buckets Ice Cream,49.255302,-123.101024,Ice Cream Shop
1442,Riley Park,49.2447664796,-123.103146806,Landmark Hot Pot House 春秋火鍋,49.24975945918286,-123.11551505197083,Chinese Restaurant
1443,Riley Park,49.2447664796,-123.103146806,Park Theatre,49.25461433004826,-123.11480635147583,Movie Theater
1444,Riley Park,49.2447664796,-123.103146806,Queen Elizabeth Park Pitch and Putt,49.23912289494415,-123.1111993262706,Golf Course
1445,Riley Park,49.2447664796,-123.103146806,Xing Fu Tang,49.25454586668117,-123.11500290054555,Bubble Tea Shop
1446,Riley Park,49.2447664796,-123.103146806,Caffé Rustico,49.2568017493719,-123.10117638619238,Café
1447,Riley Park,49.2447664796,-123.103146806,JJ Bean,49.25515671412181,-123.11525796707687,Café
1448,Riley Park,49.2447664796,-123.103146806,New Town Bakery,49.25417900429028,-123.1150868522423,Bakery
1449,Riley Park,49.2447664796,-123.103146806,Don’t Argue Pizzeria,49.25630535933002,-123.10112215927529,Pizza Place
1450,Riley Park,49.2447664796,-123.103146806,Little Mountain Gallery,49.24813122258118,-123.10160624381385,Art Gallery
1451,Riley Park,49.2447664796,-123.103146806,Sweet Revenge,49.24812873708557,-123.1010009341972,Dessert Shop
1452,Riley Park,49.2447664796,-123.103146806,Shoppers Drug Mart,49.255461,-123.101746,Pharmacy
1453,Riley Park,49.2447664796,-123.103146806,Kwong Chow Congee & Noodle House,49.25693655044062,-123.10134102688608,Noodle House
1454,Shaughnessy,49.2456809771,-123.139760167,VanDusen Botanical Garden,49.23932364202315,-123.12893950011956,Garden
1455,Shaughnessy,49.2456809771,-123.139760167,Quilchena Park,49.24519378222783,-123.15121143638962,Park
1456,Shaughnessy,49.2456809771,-123.139760167,The Maze at Van Dusen Gardens,49.23892040623138,-123.13666560410495,Garden
1457,Shaughnessy,49.2456809771,-123.139760167,Dragon Ball Tea House,49.24912633116664,-123.12771828289415,Bubble Tea Shop
1458,Shaughnessy,49.2456809771,-123.139760167,The Arbutus Club,49.24850716362166,-123.15215193077867,Event Space
1459,Shaughnessy,49.2456809771,-123.139760167,Rackets & Runners,49.2511929539897,-123.1273001078185,Sporting Goods Shop
1460,Shaughnessy,49.2456809771,-123.139760167,Vancouver Lawn Tennis & Badminton Club,49.257850661681,-123.14192511481122,Tennis Court
1461,Shaughnessy,49.2456809771,-123.139760167,Goma Sushi,49.25243381619314,-123.12738479979316,Sushi Restaurant
1462,Shaughnessy,49.2456809771,-123.139760167,Small Victory,49.25832720585841,-123.13871839115846,Bakery
1463,Shaughnessy,49.2456809771,-123.139760167,Truffles Fine Foods,49.23938326384898,-123.12890646228996,Sandwich Place
1464,Shaughnessy,49.2456809771,-123.139760167,Bufala,49.23743420766769,-123.1555764422288,Pizza Place
1465,Shaughnessy,49.2456809771,-123.139760167,Shaughnessy Restaurant,49.23866615670029,-123.12977323290256,Restaurant
1466,Shaughnessy,49.2456809771,-123.139760167,White Spot,49.23763447335214,-123.15546667190972,Burger Joint
1467,Shaughnessy,49.2456809771,-123.139760167,The University Women's Club of Vancouver at Hycroft,49.257311733982625,-123.1366391800151,Historic Site
1468,Shaughnessy,49.2456809771,-123.139760167,Bin 4,49.25899877348598,-123.13867764535703,Burger Joint
1469,Shaughnessy,49.2456809771,-123.139760167,Ouisi Bistro,49.258649966027065,-123.13858288076113,Cajun / Creole Restaurant
1470,Shaughnessy,49.2456809771,-123.139760167,Grand Honour Restaurant,49.2343145994551,-123.1399634664646,Asian Restaurant
1471,Shaughnessy,49.2456809771,-123.139760167,Starbucks,49.24476762328613,-123.15389126943143,Coffee Shop
1472,Shaughnessy,49.2456809771,-123.139760167,Bump n Grind,49.25866090262515,-123.13864222076613,Coffee Shop
1473,Shaughnessy,49.2456809771,-123.139760167,TD Canada Trust,49.24867834613771,-123.12511870969502,Bank
1474,Shaughnessy,49.2456809771,-123.139760167,The Best Neighbours Restaurant,49.25141589346419,-123.12737584040032,Greek Restaurant
1475,Shaughnessy,49.2456809771,-123.139760167,Osaka Sushi,49.248559266878914,-123.12567416747574,Sushi Restaurant
1476,Shaughnessy,49.2456809771,-123.139760167,Subway,49.244561497489705,-123.15391995024856,Sandwich Place
1477,Shaughnessy,49.2456809771,-123.139760167,Dollarama,49.24888489703194,-123.15404872082745,Discount Store
1478,Shaughnessy,49.2456809771,-123.139760167,Starbucks,49.24504966074024,-123.12466754438205,Coffee Shop
1479,Shaughnessy,49.2456809771,-123.139760167,Subway,49.25104564542015,-123.1273311551079,Sandwich Place
1480,Shaughnessy,49.2456809771,-123.139760167,Tim Hortons,49.23387125991438,-123.1389901041984,Coffee Shop
1481,Shaughnessy,49.2456809771,-123.139760167,Safeway Canada,49.248445,-123.126561,Supermarket
1482,Shaughnessy,49.2456809771,-123.139760167,Second Cup,49.24484638739353,-123.12603605644091,Coffee Shop
1483,Shaughnessy,49.2456809771,-123.139760167,Meinhardt Fine Foods,49.258820537915156,-123.13851605833437,Gourmet Shop
1484,Shaughnessy,49.2456809771,-123.139760167,City1Cafe,49.248544531029744,-123.12556034231302,Malay Restaurant
1485,Shaughnessy,49.2456809771,-123.139760167,7-Eleven,49.23842033767125,-123.1559388022502,Convenience Store
1486,Shaughnessy,49.2456809771,-123.139760167,Tim Hortons,49.24372983864441,-123.12478244304657,Coffee Shop
1487,Shaughnessy,49.2456809771,-123.139760167,Starbucks,49.24874480722499,-123.12663863109509,Coffee Shop
1488,Shaughnessy,49.2456809771,-123.139760167,Arbutus Club Gymnasium,49.24823712261379,-123.15261949306645,Basketball Court
1489,Shaughnessy,49.2456809771,-123.139760167,Finest at Sea,49.24461483893927,-123.15376871679226,Seafood Restaurant
1490,Shaughnessy,49.2456809771,-123.139760167,Kyo Korean BBQ & Sushi,49.25898988397179,-123.13892174557297,Korean Restaurant
1491,Shaughnessy,49.2456809771,-123.139760167,Bus Stop 56125 (10),49.234888934608286,-123.13944412864907,Bus Stop
1492,Shaughnessy,49.2456809771,-123.139760167,Magic Box Hobbies,49.238527,-123.155476,Hobby Shop
1493,Shaughnessy,49.2456809771,-123.139760167,Comebuy,49.238042,-123.155616,Bubble Tea Shop
1494,Shaughnessy,49.2456809771,-123.139760167,Dedutch,49.258462,-123.133285,Breakfast Spot
1495,Strathcona,49.2782195786,-123.088235281,Union Market,49.27737091116881,-123.0869886479093,Deli / Bodega
1496,Strathcona,49.2782195786,-123.088235281,La Casa Gelato,49.27692293801935,-123.0815486689666,Ice Cream Shop
1497,Strathcona,49.2782195786,-123.088235281,Strathcona Beer Company,49.281293522682624,-123.08511140358385,Brewery
1498,Strathcona,49.2782195786,-123.088235281,The Mackenzie Room,49.283168461961814,-123.09491101676842,Restaurant
1499,Strathcona,49.2782195786,-123.088235281,Phnom Penh,49.278517207129376,-123.09821389576176,Asian Restaurant
1500,Strathcona,49.2782195786,-123.088235281,Finch’s Market,49.27856506956866,-123.09347305639957,Sandwich Place
1501,Strathcona,49.2782195786,-123.088235281,Strathcona Park,49.27518286982346,-123.08491945266724,Park
1502,Strathcona,49.2782195786,-123.088235281,Kissa Tanto,49.28041177451172,-123.09813308998554,Japanese Restaurant
1503,Strathcona,49.2782195786,-123.088235281,Matchstick Coffee Roasters,49.27862623093518,-123.09930253437061,Café
1504,Strathcona,49.2782195786,-123.088235281,Fujiya,49.27662291053619,-123.07716424684004,Sushi Restaurant
1505,Strathcona,49.2782195786,-123.088235281,Pizzeria Farina,49.27663591048199,-123.09996736185782,Pizza Place
1506,Strathcona,49.2782195786,-123.088235281,Bao Bei,49.27949123563031,-123.10059451157306,Chinese Restaurant
1507,Strathcona,49.2782195786,-123.088235281,Oyster Express,49.27930754674542,-123.09718433369585,Seafood Restaurant
1508,Strathcona,49.2782195786,-123.088235281,The Union,49.27770514385068,-123.09913336157084,Gastropub
1509,Strathcona,49.2782195786,-123.088235281,Railtown Cafe,49.284694,-123.095486,Café
1510,Strathcona,49.2782195786,-123.088235281,Ask for Luigi,49.284156685889954,-123.0977255529763,Italian Restaurant
1511,Strathcona,49.2782195786,-123.088235281,Keefer Bar,49.27952838897546,-123.10151373745491,Cocktail Bar
1512,Strathcona,49.2782195786,-123.088235281,Boxcar,49.276612892136015,-123.10007556961325,Bar
1513,Strathcona,49.2782195786,-123.088235281,The Gourmet Warehouse,49.281267912679944,-123.07629259548635,Gourmet Shop
1514,Strathcona,49.2782195786,-123.088235281,The Pie Shoppe,49.27828611254065,-123.09710437545951,Pie Shop
1515,Strathcona,49.2782195786,-123.088235281,Callister Brewing Co.,49.28215064414274,-123.07621454147863,Brewery
1516,Strathcona,49.2782195786,-123.088235281,les amis du Fromage,49.28119885565908,-123.08624138349626,Cheese Shop
1517,Strathcona,49.2782195786,-123.088235281,Strange Fellows Brewing,49.27249457183068,-123.07760112667114,Brewery
